I_REGION,ID,C_NAME,LATITUDE,LONGITUDE
13,1306,ЗАЛІЗНИЧНИЙ Р-Н М.ЛЬВІВ,49.95552,23.40601
13,1307,ГАЛИЦЬКИЙ Р-Н М.ЛЬВІВ,49.92353,24.60949
13,1308,ШЕВЧЕНКІВСЬКИЙ Р-Н М.ЛЬВІВ,49.92353,24.60949
13,1309,ЛИЧАКІВСЬКИЙ Р-Н М.ЛЬВІВ,49.92353,24.60949
13,1310,БРОДІВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,50.08926,25.14639
13,1311,БУСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.95963,24.60758
13,1312,ГОРОДОЦЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.78628,23.65616
13,1313,ДРОГОБИЦЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.30425,23.27188
13,1314,ЖИДАЧІВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.38227,24.1457
13,1315,ЗОЛОЧІВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.80497,24.75362
13,1316,КАМ'ЯНКА-БУЗЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,50.09949,24.34398
13,1317,МИКОЛАЇВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.52777,23.97937
13,1318,МОСТИСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.79315,23.14058
13,1319,ЖОВКІВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,50.05621,23.97286
13,1320,ПЕРЕМИШЛЯНСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.67021,24.55684
13,1321,ПУСТОМИТІВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.71017,23.91095
13,1322,РАДЕХІВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,50.28873,24.6338
13,1323,САМБІРСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.63396,23.31879
13,1324,СКОЛІВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.03909,23.51583
13,1325,СОКАЛЬСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,50.47915,24.28642
13,1326,СТРИЙСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.26896,23.8727
13,1327,СТАРОСАМБІРСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.44378,23.00247
13,1328,ТУРКІВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.0386,22.97324
13,1329,ЯВОРІВСЬКИЙ Р-Н ЛЬВІВСЬКА ОБЛ.,49.94017,23.38178
13,1330,ФРАНКІВСЬКИЙ Р-Н М.ЛЬВІВ,49.0386,22.97324
13,1331,М.ТРУСКАВЕЦЬ ЛЬВІВСЬКА ОБЛ.,49.28071,23.50365
13,1332,М.СТЕБНИК ЛЬВІВСЬКА ОБЛ.,49.29706,23.55205
13,1333,СИХІВСЬКИЙ Р-Н М.ЛЬВІВ,49.0386,22.97324
13,1334,М.МОРШИН ЛЬВІВСЬКА ОБЛ.,49.15575,23.87037
13,1335,М.НОВИЙ РОЗДІЛ ЛЬВІВСЬКА ОБЛ.,49.46957,24.13212
14,1401,КАЛІНІНСЬКИЙ Р-Н М.ДОНЕЦЬК,48.00203,37.81449
14,1402,ЛЕНІНСЬКИЙ Р-Н М.ДОНЕЦЬК,47.98293,37.78021
14,1403,КУЙБИШЕВСЬКИЙ Р-Н М.ДОНЕЦЬК,48.00203,37.81449
14,1404,КІРОВСЬКИЙ Р-Н М.ДОНЕЦЬК,48.05771,38.50126
14,1405,ПРОЛЕТАРСЬКИЙ Р-Н М.ДОНЕЦЬК,48.31417,36.9211
14,1406,ПЕТРОВСЬКИЙ Р-Н М.ДОНЕЦЬК,48.05211,38.24338
14,1407,КИЇВСЬКИЙ Р-Н М.ДОНЕЦЬК,48.05232,37.77801
14,1408,ЦЕНТРАЛЬНОМІСЬКИЙ Р-Н М.ГОРЛІВКА ДОН.ОБ,48.34955,38.05177
14,1409,КАЛІНІНСЬКИЙ Р-Н М.ГОРЛІВКА ДОНЕЦ.ОБ,49.58781,36.57956
14,1410,МИКИТІВСЬКИЙ Р-Н М.ГОРЛІВКА ДОН.ОБЛ.,49.58781,36.57956
14,1411,ЖОВТНЕВИЙ Р-Н М.МАРІУПОЛЬ ДОН.ОБЛ.,49.58781,36.57956
14,1412,ІЛЛІЧІВСЬКИЙ Р-Н М.МАРІУПОЛЬ ДОН.ОБЛ,49.28358,27.48168
14,1413,ОРДЖОНІКІДЗЕНСЬКИЙ Р-Н М.МАРІУП. ДОН.,49.28358,27.48168
14,1414,ПРИМОРСЬКИЙ Р-Н М.МАРІУПОЛЬ ДОН.ОБЛ.,47.07805,37.52869
14,1415,ЦЕНТРАЛЬНОМІСЬКИЙ Р-Н М.МАКІЇВКА,48.04481,37.96611
14,1416,ЧЕРВОНОГВАРДІЙСЬКИЙ Р-Н М.МАКІЇВКА,48.05585,37.90982
14,1417,КІРОВСЬКИЙ Р-Н М.МАКІЇВКА ДОНЕЦ.ОБЛ.,50.66569,31.82761
14,1418,СОВЄТСЬКИЙ Р-Н М.МАКІЇВКА ДОНЕЦ.ОБЛ.,50.66569,31.82761
14,1419,М.АРТЕМІВСЬК ДОНЕЦЬКА ОБЛ.,48.5878,38.00396
14,1420,М.ДЕБАЛЬЦЕВЕ ДОНЕЦЬКА ОБЛ.,48.34122,38.40267
14,1421,М.ДЗЕРЖИНСЬК ДОНЕЦЬКА ОБЛ.,48.3934,37.86621
14,1422,М.ДОБРОПІЛЛЯ ДОНЕЦЬКА ОБЛ.,48.46171,37.08247
14,1423,М.ДРУЖКІВКА ДОНЕЦЬКА ОБЛ.,48.63048,37.54486
14,1424,М.ЄНАКІЄВЕ ДОНЕЦЬКА ОБЛ.,48.21669,38.2095
14,1425,М.КОСТЯНТИНІВКА ДОНЕЦЬКА ОБЛ.,48.52348,37.71233
14,1426,М.КРАМАТОРСЬК ДОНЕЦЬКА ОБЛ.,48.72458,37.56302
14,1427,М.КРАСНОАРМІЙСЬК ДОНЕЦЬКА ОБЛ.,48.28242,37.17776
14,1428,М.СЕЛИДОВЕ ДОНЕЦЬКА ОБЛ.,48.1501,37.30311
14,1429,М.СЛОВ'ЯНСЬК ДОНЕЦЬКА ОБЛ.,48.85331,37.60551
14,1430,М.СНІЖНЕ ДОНЕЦЬКА ОБЛ.,48.06425,38.76716
14,1431,М.ТОРЕЗ ДОНЕЦЬКА ОБЛ.,48.02546,38.67117
14,1432,М.ХАРЦИЗЬК ДОНЕЦЬКА ОБЛ.,48.0256,38.14206
14,1433,М.ШАХТАРСЬК ДОНЕЦЬКА ОБЛ.,48.05154,38.45732
14,1434,ОЛЕКСАНДРІВСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,48.70654,36.9052
14,1435,АМВРОСІЇВСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,47.79237,38.47053
14,1436,АРТЕМІВСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,48.58294,37.99707
14,1437,ВЕЛИКОНОВОСІЛКІВСЬКИЙ Р-Н ДОН.ОБЛ.,47.84129,36.83279
14,1438,ВОЛНОВАСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,47.5966,37.48347
14,1439,ВОЛОДАРСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,47.21138,37.33315
14,1440,КОСТЯНТИНІВСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,48.52617,37.70817
14,1441,КРАСНОАРМІЙСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,48.28008,37.18277
14,1442,М.КРАСНИЙ ЛИМАН ДОНЕЦЬКА ОБЛ.,48.99658,37.79546
14,1443,МАР'ЇНСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,47.9488,37.50842
14,1444,НОВОАЗОВСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,47.12393,38.08584
14,1445,СЛОВ'ЯНСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,48.83728,37.50388
14,1446,СТАРОБЕШІВСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,47.66263,38.08196
14,1447,ШАХТАРСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,48.1384,38.35527
14,1448,ЯСИНУВАТСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,48.12442,37.85007
14,1449,ДОБРОПІЛЬСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,48.46121,37.08289
14,1450,ТЕЛЬМАНІВСЬКИЙ Р-Н ДОНЕЦЬКА ОБЛ.,47.40877,38.02281
14,1451,ПЕРШОТРАВНЕВИЙ Р-Н ДОНЕЦЬКА ОБЛ.,48.58857,38.02561
14,1452,ВОРОШИЛІВСЬКИЙ Р-Н М.ДОНЕЦЬК,48.00203,37.81449
14,1453,ГІРНИЦЬКИЙ Р-Н М.МАКІЇВКА ДОН.ОБЛ.,50.66569,31.82761
14,1454,М.ЯСИНУВАТА ДОНЕЦЬКА ОБЛ.,48.12678,37.8586
14,1455,М.ДИМИТРОВ ДОНЕЦЬКА ОБЛ.,48.30845,37.25838
14,1456,БУДЬОНІВСЬКИЙ Р-Н М.ДОНЕЦЬК,48.00203,37.81449
14,1457,М.КІРОВСЬКЕ ДОНЕЦЬКА ОБЛ.,48.14951,38.35334
14,1458,М.АВДІЇВКА ДОНЕЦЬКА ОБЛ.,48.12772,37.75787
14,1459,М.ЖДАНІВКА ДОНЕЦЬКА ОБЛ.,48.15421,38.25584
14,1460,М.ВУГЛЕДАР ДОНЕЦЬКА ОБЛ.,47.77954,37.24996
14,1461,М.ДОКУЧАЄВСЬК ДОНЕЦЬКА ОБЛ.,47.75057,37.67167
14,1462,М.НОВОГРОДІВКА ДОНЕЦЬКА ОБЛ.,48.19928,37.33317
14,1464,НОВОАЗОВСЬКИЙ Р-Н_2 ДОНЕЦЬКА ОБЛ.,47.9641125,37.8254171
14,1465,ТЕЛЬМАНІВСЬКИЙ Р-Н_2 ДОНЕЦЬКА ОБЛ.,47.40877,38.02281
16,1601,КИЇВСЬКИЙ Р-Н М.ПОЛТАВА,49.79167,33.27492
16,1602,ЛЕНІНСЬКИЙ Р-Н М.ПОЛТАВА,45.25467,35.91834
16,1603,ОКТЯБРСЬКИЙ Р-Н  М.ПОЛТАВА,49.61146,34.6152
16,1604,АВТОЗАВОДCЬКИЙ Р-Н М.КРЕМЕНЧУК ПОЛТ.ОБЛ.,49.08892,33.41664
16,1605,ВЕЛИКОБАГАЧАНСЬКИЙ Р-Н ПОЛТАВ.ОБЛ.,49.28358,27.48168
16,1606,ГАДЯЦЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,50.36881,33.99194
16,1607,ГЛОБИНСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.3788,33.27402
16,1608,ГРЕБІНКІВСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,50.11605,32.43491
16,1609,ДИКАНСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.82374,34.53859
16,1610,ЗІНЬКІВСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,50.21179,34.35555
16,1611,КАРЛІВСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.45519,35.1341
16,1612,КОБЕЛЯЦЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.15051,34.19957
16,1613,КОЗЕЛЬЩИНСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.21151,33.84133
16,1614,КОТЕЛЕВСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,50.0648,34.74855
16,1615,КРЕМЕНЧУЦЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.08484,33.4673
16,1616,ЛОХВИЦЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,50.35963,33.27294
16,1617,ЛУБЕНСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.02029,33.43849
16,1618,МАШІВСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.44369,34.877
16,1619,ПОЛТАВСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.54781,34.51322
16,1620,НОВОСАНЖАРСЬКИЙ Р-Н ПОЛТАВ.ОБЛ.,49.28358,27.48168
16,1621,ОРЖИЦЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.78415,32.69611
16,1622,ПИРЯТИНСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,50.2442,32.5108
16,1623,ЧУТІВСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.70933,35.1553
16,1624,РЕШЕТИЛІВСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.54795,34.06987
16,1625,СЕМЕНІВСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.59438,33.17984
16,1626,ХОРОЛЬСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,50.01082,33.01847
16,1627,ЧОРНУХИНСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,50.26779,32.93381
16,1628,МИРГОРОДСЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,50.00263,33.32045
16,1629,ШИШАЦЬКИЙ Р-Н ПОЛТАВСЬКА ОБЛ.,49.88092,34.00007
16,1630,М.ЛУБНИ ПОЛТАВСЬКА ОБЛ.,50.01539,33.0015
16,1631,КРЮКІВСЬКИЙ Р-Н М.КРЕМЕНЧУК ПОЛТ.ОБЛ.,49.28358,27.48168
16,1632,М.МИРГОРОД ПОЛТАВСЬКА ОБЛ.,49.96472,33.60821
16,1633,М.КОМСОМОЛЬСЬК ПОЛТАВСЬКА ОБЛ.,49.00818,33.63242
18,1801,АНДРУШІВСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,50.02316,29.01718
18,1802,БАРАНІВСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,50.29543,27.66832
18,1803,БЕРДИЧІВСЬКИЙ Р-Н ЖИТОМИР. ОБЛ.,50.24603,28.68923
18,1804,ВОЛОДАРCЬКО-ВОЛИНСЬКИЙ Р-Н ЖИТ.ОБ.,50.24603,28.68923
18,1805,РОМАНІВСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ,50.1093,27.69455
18,1806,ЄМІЛЬЧИНСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ,50.87151,27.80084
18,1807,ЖИТОМИРСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ,50.21333,28.73061
18,1808,КОРОСТЕНСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,51.22152,27.6525
18,1809,КОРОСТИШІВСЬКИЙ Р-Н ЖИТОМИР.ОБЛ.,50.32807,29.05506
18,1810,ЛУГИНСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,51.07852,28.39687
18,1811,ЛЮБАРСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,50.00591,27.69462
18,1812,МАЛИНСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,50.7694,29.24042
18,1813,НАРОДИЦЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,51.20299,29.08238
18,1814,НОВОГРАД-ВОЛИНСЬКИЙ Р-Н ЖИТОМИР.ОБЛ.,50.58982,27.61421
18,1815,ОВРУЦЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,51.31978,28.79994
18,1816,ОЛЕВСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,51.22505,27.64738
18,1817,ПОПІЛЬНЯНСЬКИЙ Р-Н ЖИТОМИРСЬК.ОБЛ,49.94943,29.4571
18,1818,РАДОМИШЛЬСЬКИЙ Р-Н ЖИТОМИР.ОБЛ.,50.49593,29.22763
18,1819,РУЖИНСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,49.72123,29.20427
18,1820,ЧЕРВОНОАРМІЙСЬКИЙ Р-Н ЖИТОМИР.ОБЛ,50.46791,28.27412
18,1821,ЧЕРНЯХІВСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,50.45426,28.66015
18,1822,ЧУДНІВСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,50.05253,28.12204
18,1823,М.НОВОГРАД-ВОЛИНСЬКИЙ  ЖИТОМИР.ОБЛ,50.58982,27.61421
18,1824,М.БЕРДИЧІВ ЖИТОМИРСЬКА ОБЛ.,49.90036,28.58373
18,1825,М.КОРОСТЕНЬ ЖИТОМИРСЬКА ОБЛ.,50.94843,28.64237
18,1826,БОГУНСЬКИЙ Р-Н М.ЖИТОМИР,50.28361,28.62961
18,1827,КОРОЛЬОВСЬКИЙ Р-Н М.ЖИТОМИР,50.25355,28.66543
18,1828,БРУСИЛІВСЬКИЙ Р-Н ЖИТОМИРСЬКА ОБЛ.,50.28505,29.52753
18,1829,М.МАЛИН ЖИТОМИРСЬКА ОБЛ.,50.76814,29.24141
21,2101,М.МУКАЧЕВЕ ЗАКАРПАТСЬКА ОБЛ.,48.43942,22.72729
21,2102,ВЕЛИКОБЕРЕЗНЯНСЬКИЙ Р-Н ЗАК.ОБЛ.,48.90775,22.45842
21,2103,БЕРЕГІВСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.24894,22.61189
21,2104,УЖГОРОДСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ,48.579,22.3323
21,2105,ВОЛОВЕЦЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.71741,23.18447
21,2106,М.УЖГОРОД ЗАКАРПАТСЬКА ОБЛ.,48.62636,22.28514
21,2107,ІРШАВСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.31176,23.03664
21,2108,МУКАЧІВСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.47427,22.79656
21,2109,ВИНОГРАДІВСЬКИЙ Р-Н ЗАКАРПАТ. ОБЛ.,48.14203,23.04697
21,2110,ПЕРЕЧИНСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.73391,22.46295
21,2111,СВАЛЯВСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.54827,22.98222
21,2112,МІЖГІРСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.53188,23.49829
21,2113,РАХІВСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.05544,24.20588
21,2114,ТЯЧІВСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.01452,23.5658
21,2115,ХУСТСЬКИЙ Р-Н ЗАКАРПАТСЬКА ОБЛ.,48.05354,23.41852
21,2116,М.ЧОП ЗАКАРПАТСЬКА ОБЛ.,48.43123,22.2104
21,2117,СМТ.ДУБОВЕ ТЯЧІВСЬКИЙ Р-Н ЗАКАРПАТ.ОБЛ.,48.19317,23.88815
21,2118,М.ХУСТ ЗАКАРПАТСЬКА ОБЛ.,48.17243,23.29547
21,2133,М.БЕРЕГОВО ЗАКАРПАТСЬКА ОБЛ.,48.20213,22.63776
23,2301,ЖОВТНЕВИЙ Р-Н М.ЗАПОРІЖЖЯ,47.82893,35.16255
23,2302,ШЕВЧЕНКІВСЬКИЙ Р-Н М.ЗАПОРІЖЖЯ,47.84498,35.217
23,2303,ЛЕНІНСЬКИЙ Р-Н М.ЗАПОРІЖЖЯ,47.80663,35.22274
23,2304,ОРДЖОНІКІДЗЕВСЬКИЙ Р-Н М.ЗАПОРІЖЖЯ,46.96662,35.0422
23,2305,ЯКИМІВСЬКИЙ Р-Н М.ЗАПОРІЖЖЯ,47.89438,35.13216
23,2306,М.БЕРДЯНСЬК ЗАПОРІЗЬКА ОБЛ.,46.75768,36.80379
23,2307,БЕРДЯНСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,46.75608,36.80358
23,2308,ВАСИЛІВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.44198,35.28373
23,2309,ВЕСЕЛІВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.01066,34.91948
23,2310,ГУЛЯЙПІЛЬСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.67088,36.26664
23,2311,ЗАПОРІЗЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.7692,35.11864
23,2312,КАМ'ЯНСЬКО-ДНІПРОВСЬКИЙ Р-Н ЗАПОРІЗ.ОБЛ,47.49732,34.41318
23,2313,КУЙБИШЕВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ,47.35847,36.65362
23,2314,М.МЕЛІТОПОЛЬ ЗАПОРІЗЬКА ОБЛ.,46.8485,35.37649
23,2315,МЕЛІТОПОЛЬСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,46.96805,35.40805
23,2316,МИХАЙЛІВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.26921,35.22494
23,2317,ОРІХІВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.64808,35.70208
23,2318,ПОЛОГІВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.48221,36.25289
23,2319,ПРИАЗОВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,46.72975,35.65002
23,2320,ПРИМОРСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,46.73467,36.34434
23,2321,М.ТОКМАК ЗАПОРІЗЬКА ОБЛ.,47.25887,35.70433
23,2322,ТОКМАЦЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.24181,35.68265
23,2323,ВІЛЬНЯНСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.9456,35.44054
23,2324,ЧЕРНІГІВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.19471,36.21027
23,2325,НОВОМИКОЛАЇВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.97413,35.89843
23,2326,ЗАВОДСЬКИЙ Р-Н М.ЗАПОРІЖЖЯ,47.84686,35.13364
23,2327,КОМУНАРСЬКИЙ Р-Н М.ЗАПОРІЖЖЯ,47.82893,35.16255
23,2328,М.ЕНЕРГОДАР ЗАПОРІЗЬКА ОБЛ.,47.49123,34.662
23,2329,М.ДНІПРОРУДНЕ ЗАПОРІЗЬКА ОБЛ,47.38966,35.00083
23,2330,ХОРТИЦЬКИЙ Р-Н М.ЗАПОРІЖЖЯ,47.82505,35.02207
23,2331,РОЗІВСЬКИЙ Р-Н ЗАПОРІЗЬКА ОБЛ.,47.38738,37.07329
23,2332,ВЕЛИКОБІЛОЗЕРСЬКИЙ Р-Н ЗАПОРІЗ. ОБЛ,47.27673,34.6816
26,2601,БОГОРОДЧАНСЬКИЙ Р-Н ІВ-ФРАНК.ОБЛ.,48.81737,24.54782
26,2602,ВЕРХОВИНСЬКИЙ Р-Н ІВ-ФРАНКІВС.ОБЛ.,48.86567,24.59928
26,2603,ГАЛИЦЬКИЙ Р-Н ІВ-ФРАНКІВСЬКА ОБЛ.,48.92203,24.70921
26,2604,ГОРОДЕНКІВСЬКИЙ Р-Н ІВ-ФРАНК.ОБЛ.,48.67615,25.49333
26,2605,ДОЛИНСЬКИЙ Р-Н ІВ-ФРАНКІВСЬКА ОБЛ.,49.99879,36.30105
26,2606,КАЛУСЬКИЙ Р-Н ІВ-ФРАНКІВСЬКА ОБЛ.,49.03013,24.5333
26,2607,КОСІВСЬКИЙ Р-Н ІВ-ФРАНКІВСЬКА ОБЛ.,48.42777,25.50809
26,2608,КОЛОМИЙСЬКИЙ Р-Н ІВ-ФРАНКІВ.ОБЛ.,48.52185,25.09049
26,2609,НАДВІРНЯНСЬКИЙ Р-Н ІВ-ФРАНК.ОБЛ.,48.63524,24.57003
26,2610,РОЖНЯТІВСЬКИЙ Р-Н ІВ-ФРАНК.ОБЛ.,48.93593,24.15397
26,2611,РОГАТИНСЬКИЙ Р-Н ІВ-ФРАНКІВСЬКА ОБЛ,49.40792,24.61076
26,2612,СНЯТИНСЬКИЙ Р-Н ІВ-ФРАНКІВСЬКА ОБЛ.,48.44822,25.56136
26,2613,ТИСМЕНИЦЬКИЙ Р-Н ІВ-ФРАНКІВСЬКА ОБЛ,48.91265,24.75652
26,2614,ТЛУМАЦЬКИЙ Р-Н ІВ-ФРАНКІВСЬКА ОБЛ.,48.8625,25.00381
26,2615,М.ІВАНО-ФРАНКІВСЬК ІВ-ФРАНКІВСЬКА ОБЛ,49.02464,24.40306
26,2616,М.КОЛОМИЯ ІВ-ФРАНКІВСЬКА ОБЛ.,48.5255,25.03465
26,2617,М.КАЛУШ ІВАНО-ФРАНКІВСЬКА ОБЛ.,49.01209,24.37851
26,2618,М.ЯРЕМЧА ІВАНО-ФРАНКІВСЬКА ОБЛ.,48.45059,24.55464
26,2619,М.БОЛЕХІВ ІВАНО-ФРАНКІВСЬКА ОБЛ.,49.07162,23.85299
26,2620,М.БУРШТИН ІВАНО-ФРАНКІВСЬКА ОБЛ.,49.25886,24.63328
30,3001,ГОЛОСІЇВСЬКИЙ Р-Н М.КИЇВ,50.40646,30.51885
30,3002,ДАРНИЦЬКИЙ Р-Н М.КИЇВ,50.46236,30.61341
30,3003,ДЕСНЯНСЬКИЙ Р-Н М.КИЇВ,50.52995,30.70426
30,3004,ДНІПРОВСЬКИЙ Р-Н М.КИЇВ,50.44016,30.55763
30,3005,ОБОЛОНЬСЬКИЙ Р-Н М.КИЇВ,50.51054,30.49807
30,3006,ПЕЧЕРСЬКИЙ Р-Н М.КИЇВ,50.43634,30.53718
30,3007,ПОДІЛЬСЬКИЙ Р-Н М.КИЇВ,50.47787,30.47711
30,3008,СВЯТОШИНСЬКИЙ Р-Н М.КИЇВ,50.44877,30.38637
30,3009,СОЛОМ'ЯНСЬКИЙ Р-Н М.КИЇВ,50.42743,30.46383
30,3010,ШЕВЧЕНКІВСЬКИЙ Р-Н М.КИЇВ,50.46397,30.47972
32,3216,М.БУЧА КИЇВСЬКА ОБЛ.,50.552,30.21474
32,3217,ПОЛІСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,51.24114,29.38501
32,3219,М.СЛАВУТИЧ КИЇВСЬКА ОБЛ.,51.52146,30.74678
32,3220,ЗГУРІВСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,50.49899,31.77467
32,3221,БАРИШЕВСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,50.24595,31.51229
32,3222,БІЛОЦЕРКІВСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,49.96237,31.05566
32,3223,ФАСТІВСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,50.05556,30.17684
32,3224,БОГУСЛАВСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,49.38593,30.78114
32,3225,БОРИСПІЛЬСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,50.34903,30.95536
32,3226,БОРОДЯНСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,50.64778,29.94588
32,3227,БРОВАРСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,50.54541,30.82154
32,3228,ВОЛОДАРСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,49.53569,29.90411
32,3230,ІВАНКІВСЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,50.94108,29.90788
32,3231,КАГАРЛИЦЬКИЙ Р-Н КИЇВСЬКА ОБЛ.,49.86496,30.82403
